country,date,total_cases,total_deaths,icu_patients
China,2020-04-01,82341,3306,0
China,2020-04-02,82341,3306,0
China,2020-04-03,82341,3306,0
China,2020-04-04,82341,3306,0
China,2020-04-05,82930,3338,0
China,2020-04-06,82930,3338,0
China,2020-04-07,82930,3338,0
China,2020-04-08,82930,3338,0
China,2020-04-09,82930,3338,0
China,2020-04-10,82930,3338,0
China,2020-04-11,82930,3338,0
China,2020-04-12,83482,3349,0
China,2020-04-13,83482,3349,0
China,2020-04-14,83482,3349,0
China,2020-04-15,83482,3349,0
China,2020-04-16,83482,3349,0
China,2020-04-17,83482,3349,0
China,2020-04-18,83482,3349,0
China,2020-04-19,84201,4642,0
China,2020-04-20,84201,4642,0
China,2020-04-21,84201,4642,0
China,2020-04-22,84201,4642,0
China,2020-04-23,84201,4642,0
China,2020-04-24,84201,4642,0
China,2020-04-25,84201,4642,0
China,2020-04-26,84338,4642,0
China,2020-04-27,84338,4642,0
China,2020-04-28,84338,4642,0
China,2020-04-29,84338,4642,0
China,2020-04-30,84338,4642,0
China,2020-05-01,84338,4642,0
China,2020-05-02,84338,4642,0
China,2020-05-03,84393,4643,0
China,2020-05-04,84393,4643,0
China,2020-05-05,84393,4643,0
China,2020-05-06,84393,4643,0
China,2020-05-07,84393,4643,0
China,2020-05-08,84393,4643,0
China,2020-05-09,84393,4643,0
China,2020-05-10,84430,4643,0
China,2020-05-11,84430,4643,0
China,2020-05-12,84430,4643,0
China,2020-05-13,84430,4643,0
China,2020-05-14,84430,4643,0
China,2020-05-15,84430,4643,0
China,2020-05-16,84430,4643,0
China,2020-05-17,84484,4645,0
China,2020-05-18,84484,4645,0
China,2020-05-19,84484,4645,0
China,2020-05-20,84484,4645,0
China,2020-05-21,84484,4645,0
China,2020-05-22,84484,4645,0
China,2020-05-23,84484,4645,0
China,2020-05-24,84525,4645,0
China,2020-05-25,84525,4645,0
China,2020-05-26,84525,4645,0
China,2020-05-27,84525,4645,0
China,2020-05-28,84525,4645,0
China,2020-05-29,84525,4645,0
China,2020-05-30,84525,4645,0
China,2020-05-31,84570,4645,0
China,2020-06-01,84570,4645,0
China,2020-06-02,84570,4645,0
China,2020-06-03,84570,4645,0
China,2020-06-04,84570,4645,0
China,2020-06-05,84570,4645,0
China,2020-06-06,84570,4645,0
China,2020-06-07,84629,4645,0
China,2020-06-08,84629,4645,0
China,2020-06-09,84629,4645,0
China,2020-06-10,84629,4645,0
China,2020-06-11,84629,4645,0
China,2020-06-12,84629,4645,0
China,2020-06-13,84629,4645,0
China,2020-06-14,84729,4645,0
China,2020-06-15,84729,4645,0
China,2020-06-16,84729,4645,0
China,2020-06-17,84729,4645,0
China,2020-06-18,84729,4645,0
China,2020-06-19,84729,4645,0
China,2020-06-20,84729,4645,0
China,2020-06-21,84997,4646,0
China,2020-06-22,84997,4646,0
China,2020-06-23,84997,4646,0
China,2020-06-24,84997,4646,0
China,2020-06-25,84997,4646,0
China,2020-06-26,84997,4646,0
China,2020-06-27,84997,4646,0
China,2020-06-28,85190,4648,0
China,2020-06-29,85190,4648,0
China,2020-06-30,85190,4648,0
China,2020-07-01,85190,4648,0
China,2020-07-02,85190,4648,0
China,2020-07-03,85190,4648,0
China,2020-07-04,85190,4648,0
China,2020-07-05,85306,4648,0
China,2020-07-06,85306,4648,0
China,2020-07-07,85306,4648,0
China,2020-07-08,85306,4648,0
China,2020-07-09,85306,4648,0
China,2020-07-10,85306,4648,0
China,2020-07-11,85306,4648,0
China,2020-07-12,85522,4648,0
China,2020-07-13,85522,4648,0
China,2020-07-14,85522,4648,0
China,2020-07-15,85522,4648,0
China,2020-07-16,85522,4648,0
China,2020-07-17,85522,4648,0
China,2020-07-18,85522,4648,0
China,2020-07-19,85937,4653,0
China,2020-07-20,85937,4653,0
China,2020-07-21,85937,4653,0
China,2020-07-22,85937,4653,0
China,2020-07-23,85937,4653,0
China,2020-07-24,85937,4653,0
China,2020-07-25,85937,4653,0
China,2020-07-26,86839,4659,0
China,2020-07-27,86839,4659,0
China,2020-07-28,86839,4659,0
China,2020-07-29,86839,4659,0
China,2020-07-30,86839,4659,0
China,2020-07-31,86839,4659,0
China,2020-08-01,86839,4659,0
China,2020-08-02,88302,4674,0
China,2020-08-03,88302,4674,0
China,2020-08-04,88302,4674,0
China,2020-08-05,88302,4674,0
China,2020-08-06,88302,4674,0
China,2020-08-07,88302,4674,0
China,2020-08-08,88302,4674,0
China,2020-08-09,89149,4688,0
China,2020-08-10,89149,4688,0
China,2020-08-11,89149,4688,0
China,2020-08-12,89149,4688,0
China,2020-08-13,89149,4688,0
China,2020-08-14,89149,4688,0
China,2020-08-15,89149,4688,0
China,2020-08-16,89761,4710,0
China,2020-08-17,89761,4710,0
China,2020-08-18,89761,4710,0
China,2020-08-19,89761,4710,0
China,2020-08-20,89761,4710,0
China,2020-08-21,89761,4710,0
China,2020-08-22,89761,4710,0
China,2020-08-23,90141,4717,0
China,2020-08-24,90141,4717,0
China,2020-08-25,90141,4717,0
China,2020-08-26,90141,4717,0
China,2020-08-27,90141,4717,0
China,2020-08-28,90141,4717,0
China,2020-08-29,90141,4717,0
China,2020-08-30,90351,4728,0
China,2020-08-31,90351,4728,0
China,2020-09-01,90351,4728,0
China,2020-09-02,90351,4728,0
China,2020-09-03,90351,4728,0
China,2020-09-04,90351,4728,0
China,2020-09-05,90351,4728,0
China,2020-09-06,90517,4735,0
China,2020-09-07,90517,4735,0
China,2020-09-08,90517,4735,0
China,2020-09-09,90517,4735,0
China,2020-09-10,90517,4735,0
China,2020-09-11,90517,4735,0
China,2020-09-12,90517,4735,0
China,2020-09-13,90666,4741,0
China,2020-09-14,90666,4741,0
China,2020-09-15,90666,4741,0
China,2020-09-16,90666,4741,0
China,2020-09-17,90666,4741,0
China,2020-09-18,90666,4741,0
China,2020-09-19,90666,4741,0
China,2020-09-20,90840,4744,0
China,2020-09-21,90840,4744,0
China,2020-09-22,90840,4744,0
China,2020-09-23,90840,4744,0
China,2020-09-24,90840,4744,0
China,2020-09-25,90840,4744,0
China,2020-09-26,90840,4744,0
China,2020-09-27,90966,4746,0
China,2020-09-28,90966,4746,0
China,2020-09-29,90966,4746,0
China,2020-09-30,90966,4746,0
China,2020-10-01,90966,4746,0
China,2020-10-02,90966,4746,0
China,2020-10-03,90966,4746,0
China,2020-10-04,91121,4746,0
China,2020-10-05,91121,4746,0
China,2020-10-06,91121,4746,0
China,2020-10-07,91121,4746,0
China,2020-10-08,91121,4746,0
China,2020-10-09,91121,4746,0
China,2020-10-10,91121,4746,0
China,2020-10-11,91305,4746,0
China,2020-10-12,91305,4746,0
China,2020-10-13,91305,4746,0
China,2020-10-14,91305,4746,0
China,2020-10-15,91305,4746,0
China,2020-10-16,91305,4746,0
China,2020-10-17,91305,4746,0
China,2020-10-18,91489,4746,0
China,2020-10-19,91489,4746,0
China,2020-10-20,91489,4746,0
China,2020-10-21,91489,4746,0
China,2020-10-22,91489,4746,0
China,2020-10-23,91489,4746,0
China,2020-10-24,91489,4746,0
China,2020-10-25,91674,4746,0
China,2020-10-26,91674,4746,0
China,2020-10-27,91674,4746,0
China,2020-10-28,91674,4746,0
China,2020-10-29,91674,4746,0
China,2020-10-30,91674,4746,0
China,2020-10-31,91674,4746,0
China,2020-11-01,91921,4746,0
China,2020-11-02,91921,4746,0
China,2020-11-03,91921,4746,0
China,2020-11-04,91921,4746,0
China,2020-11-05,91921,4746,0
China,2020-11-06,91921,4746,0
China,2020-11-07,91921,4746,0
China,2020-11-08,92195,4748,0
China,2020-11-09,92195,4748,0
China,2020-11-10,92195,4748,0
China,2020-11-11,92195,4748,0
China,2020-11-12,92195,4748,0
China,2020-11-13,92195,4748,0
China,2020-11-14,92195,4748,0
China,2020-11-15,92428,4749,0
China,2020-11-16,92428,4749,0
China,2020-11-17,92428,4749,0
China,2020-11-18,92428,4749,0
China,2020-11-19,92428,4749,0
China,2020-11-20,92428,4749,0
China,2020-11-21,92428,4749,0
China,2020-11-22,92648,4749,0
China,2020-11-23,92648,4749,0
China,2020-11-24,92648,4749,0
China,2020-11-25,92648,4749,0
China,2020-11-26,92648,4749,0
China,2020-11-27,92648,4749,0
China,2020-11-28,92648,4749,0
China,2020-11-29,93329,4750,0
China,2020-11-30,93329,4750,0
China,2020-12-01,93329,4750,0
China,2020-12-02,93329,4750,0
China,2020-12-03,93329,4750,0
China,2020-12-04,93329,4750,0
China,2020-12-05,93329,4750,0
China,2020-12-06,94160,4753,0
China,2020-12-07,94160,4753,0
China,2020-12-08,94160,4753,0
China,2020-12-09,94160,4753,0
China,2020-12-10,94160,4753,0
China,2020-12-11,94160,4753,0
China,2020-12-12,94160,4753,0
China,2020-12-13,94950,4756,0
China,2020-12-14,94950,4756,0
China,2020-12-15,94950,4756,0
China,2020-12-16,94950,4756,0
China,2020-12-17,94950,4756,0
China,2020-12-18,94950,4756,0
China,2020-12-19,94950,4756,0
China,2020-12-20,95716,4770,0
China,2020-12-21,95716,4770,0
China,2020-12-22,95716,4770,0
China,2020-12-23,95716,4770,0
China,2020-12-24,95716,4770,0
China,2020-12-25,95716,4770,0
China,2020-12-26,95716,4770,0
China,2020-12-27,96324,4777,0
China,2020-12-28,96324,4777,0
China,2020-12-29,96324,4777,0
China,2020-12-30,96324,4777,0
China,2020-12-31,96324,4777,0
China,2021-01-01,96324,4777,0
China,2021-01-02,96324,4777,0
China,2021-01-03,96972,4791,0
China,2021-01-04,96972,4791,0
China,2021-01-05,96972,4791,0
China,2021-01-06,96972,4791,0
China,2021-01-07,96972,4791,0
China,2021-01-08,96972,4791,0
China,2021-01-09,96972,4791,0
China,2021-01-10,97652,4798,0
China,2021-01-11,97652,4798,0
China,2021-01-12,97652,4798,0
China,2021-01-13,97652,4798,0
China,2021-01-14,97652,4798,0
China,2021-01-15,97652,4798,0
China,2021-01-16,97652,4798,0
China,2021-01-17,98794,4804,0
China,2021-01-18,98794,4804,0
China,2021-01-19,98794,4804,0
China,2021-01-20,98794,4804,0
China,2021-01-21,98794,4804,0
China,2021-01-22,98794,4804,0
China,2021-01-23,98794,4804,0
China,2021-01-24,100136,4810,0
China,2021-01-25,100136,4810,0
China,2021-01-26,100136,4810,0
China,2021-01-27,100136,4810,0
China,2021-01-28,100136,4810,0
China,2021-01-29,100136,4810,0
China,2021-01-30,100136,4810,0
China,2021-01-31,100974,4823,0
China,2021-02-01,100974,4823,0
China,2021-02-02,100974,4823,0
China,2021-02-03,100974,4823,0
China,2021-02-04,100974,4823,0
China,2021-02-05,100974,4823,0
China,2021-02-06,100974,4823,0
China,2021-02-07,101316,4831,0
China,2021-02-08,101316,4831,0
China,2021-02-09,101316,4831,0
China,2021-02-10,101316,4831,0
China,2021-02-11,101316,4831,0
China,2021-02-12,101316,4831,0
China,2021-02-13,101316,4831,0
China,2021-02-14,101536,4838,0
China,2021-02-15,101536,4838,0
China,2021-02-16,101536,4838,0
China,2021-02-17,101536,4838,0
China,2021-02-18,101536,4838,0
China,2021-02-19,101536,4838,0
China,2021-02-20,101536,4838,0
China,2021-02-21,101700,4842,0
China,2021-02-22,101700,4842,0
China,2021-02-23,101700,4842,0
China,2021-02-24,101700,4842,0
China,2021-02-25,101700,4842,0
China,2021-02-26,101700,4842,0
China,2021-02-27,101700,4842,0
China,2021-02-28,101920,4843,0
China,2021-03-01,101920,4843,0
China,2021-03-02,101920,4843,0
China,2021-03-03,101920,4843,0
China,2021-03-04,101920,4843,0
China,2021-03-05,101920,4843,0
China,2021-03-06,101920,4843,0
China,2021-03-07,102101,4848,0
China,2021-03-08,102101,4848,0
China,2021-03-09,102101,4848,0
China,2021-03-10,102101,4848,0
China,2021-03-11,102101,4848,0
China,2021-03-12,102101,4848,0
China,2021-03-13,102101,4848,0
China,2021-03-14,102363,4849,0
China,2021-03-15,102363,4849,0
China,2021-03-16,102363,4849,0
China,2021-03-17,102363,4849,0
China,2021-03-18,102363,4849,0
China,2021-03-19,102363,4849,0
China,2021-03-20,102363,4849,0
China,2021-03-21,102539,4849,0
China,2021-03-22,102539,4849,0
China,2021-03-23,102539,4849,0
China,2021-03-24,102539,4849,0
China,2021-03-25,102539,4849,0
China,2021-03-26,102539,4849,0
China,2021-03-27,102539,4849,0
China,2021-03-28,102698,4851,0
China,2021-03-29,102698,4851,0
China,2021-03-30,102698,4851,0
China,2021-03-31,102698,4851,0
China,2021-04-01,102698,4851,0
China,2021-04-02,102698,4851,0
China,2021-04-03,102698,4851,0
China,2021-04-04,102908,4851,0
China,2021-04-05,102908,4851,0
China,2021-04-06,102908,4851,0
China,2021-04-07,102908,4851,0
China,2021-04-08,102908,4851,0
China,2021-04-09,102908,4851,0
China,2021-04-10,102908,4851,0
China,2021-04-11,103113,4853,0
China,2021-04-12,103113,4853,0
China,2021-04-13,103113,4853,0
China,2021-04-14,103113,4853,0
China,2021-04-15,103113,4853,0
China,2021-04-16,103113,4853,0
China,2021-04-17,103113,4853,0
China,2021-04-18,103315,4856,0
China,2021-04-19,103315,4856,0
China,2021-04-20,103315,4856,0
China,2021-04-21,103315,4856,0
China,2021-04-22,103315,4856,0
China,2021-04-23,103315,4856,0
China,2021-04-24,103315,4856,0
China,2021-04-25,103484,4856,0
China,2021-04-26,103484,4856,0
China,2021-04-27,103484,4856,0
China,2021-04-28,103484,4856,0
China,2021-04-29,103484,4856,0
China,2021-04-30,103484,4856,0
China,2021-05-01,103484,4856,0
China,2021-05-02,103667,4858,0
China,2021-05-03,103667,4858,0
China,2021-05-04,103667,4858,0
China,2021-05-05,103667,4858,0
China,2021-05-06,103667,4858,0
China,2021-05-07,103667,4858,0
China,2021-05-08,103667,4858,0
China,2021-05-09,103808,4858,0
China,2021-05-10,103808,4858,0
China,2021-05-11,103808,4858,0
China,2021-05-12,103808,4858,0
China,2021-05-13,103808,4858,0
China,2021-05-14,103808,4858,0
China,2021-05-15,103808,4858,0
China,2021-05-16,104425,4858,0
China,2021-05-17,104425,4858,0
China,2021-05-18,104425,4858,0
China,2021-05-19,104425,4858,0
China,2021-05-20,104425,4858,0
China,2021-05-21,104425,4858,0
China,2021-05-22,104425,4858,0
China,2021-05-23,107187,4869,0
China,2021-05-24,107187,4869,0
China,2021-05-25,107187,4869,0
China,2021-05-26,107187,4869,0
China,2021-05-27,107187,4869,0
China,2021-05-28,107187,4869,0
China,2021-05-29,107187,4869,0
China,2021-05-30,111146,4955,0
China,2021-05-31,111146,4955,0
China,2021-06-01,111146,4955,0
China,2021-06-02,111146,4955,0
China,2021-06-03,111146,4955,0
China,2021-06-04,111146,4955,0
China,2021-06-05,111146,4955,0
China,2021-06-06,114667,5106,0
China,2021-06-07,114667,5106,0
China,2021-06-08,114667,5106,0
China,2021-06-09,114667,5106,0
China,2021-06-10,114667,5106,0
China,2021-06-11,114667,5106,0
China,2021-06-12,114667,5106,0
China,2021-06-13,116301,5283,0
China,2021-06-14,116301,5283,0
China,2021-06-15,116301,5283,0
China,2021-06-16,116301,5283,0
China,2021-06-17,116301,5283,0
China,2021-06-18,116301,5283,0
China,2021-06-19,116301,5283,0
China,2021-06-20,117548,5395,0
China,2021-06-21,117548,5395,0
China,2021-06-22,117548,5395,0
China,2021-06-23,117548,5395,0
China,2021-06-24,117548,5395,0
China,2021-06-25,117548,5395,0
China,2021-06-26,117548,5395,0
China,2021-06-27,118358,5478,0
China,2021-06-28,118358,5478,0
China,2021-06-29,118358,5478,0
China,2021-06-30,118358,5478,0
China,2021-07-01,118358,5478,0
China,2021-07-02,118358,5478,0
China,2021-07-03,118358,5478,0
China,2021-07-04,118896,5535,0
China,2021-07-05,118896,5535,0
China,2021-07-06,118896,5535,0
China,2021-07-07,118896,5535,0
China,2021-07-08,118896,5535,0
China,2021-07-09,118896,5535,0
China,2021-07-10,118896,5535,0
China,2021-07-11,119321,5588,0
China,2021-07-12,119321,5588,0
China,2021-07-13,119321,5588,0
China,2021-07-14,119321,5588,0
China,2021-07-15,119321,5588,0
China,2021-07-16,119321,5588,0
China,2021-07-17,119321,5588,0
China,2021-07-18,119698,5616,0
China,2021-07-19,119698,5616,0
China,2021-07-20,119698,5616,0
China,2021-07-21,119698,5616,0
China,2021-07-22,119698,5616,0
China,2021-07-23,119698,5616,0
China,2021-07-24,119698,5616,0
China,2021-07-25,120213,5634,0
China,2021-07-26,120213,5634,0
China,2021-07-27,120213,5634,0
China,2021-07-28,120213,5634,0
China,2021-07-29,120213,5634,0
China,2021-07-30,120213,5634,0
China,2021-07-31,120213,5634,0
China,2021-08-01,120837,5637,0
China,2021-08-02,120837,5637,0
China,2021-08-03,120837,5637,0
China,2021-08-04,120837,5637,0
China,2021-08-05,120837,5637,0
China,2021-08-06,120837,5637,0
China,2021-08-07,120837,5637,0
China,2021-08-08,121684,5657,0
China,2021-08-09,121684,5657,0
China,2021-08-10,121684,5657,0
China,2021-08-11,121684,5657,0
China,2021-08-12,121684,5657,0
China,2021-08-13,121684,5657,0
China,2021-08-14,121684,5657,0
China,2021-08-15,122378,5669,0
China,2021-08-16,122378,5669,0
China,2021-08-17,122378,5669,0
China,2021-08-18,122378,5669,0
China,2021-08-19,122378,5669,0
China,2021-08-20,122378,5669,0
China,2021-08-21,122378,5669,0
China,2021-08-22,122698,5676,0
China,2021-08-23,122698,5676,0
China,2021-08-24,122698,5676,0
China,2021-08-25,122698,5676,0
China,2021-08-26,122698,5676,0
China,2021-08-27,122698,5676,0
China,2021-08-28,122698,5676,0
China,2021-08-29,122995,5682,0
China,2021-08-30,122995,5682,0
China,2021-08-31,122995,5682,0
China,2021-09-01,122995,5682,0
China,2021-09-02,122995,5682,0
China,2021-09-03,122995,5682,0
China,2021-09-04,122995,5682,0
China,2021-09-05,123231,5685,0
China,2021-09-06,123231,5685,0
China,2021-09-07,123231,5685,0
China,2021-09-08,123231,5685,0
China,2021-09-09,123231,5685,0
China,2021-09-10,123231,5685,0
China,2021-09-11,123231,5685,0
China,2021-09-12,123544,5687,0
China,2021-09-13,123544,5687,0
China,2021-09-14,123544,5687,0
China,2021-09-15,123544,5687,0
China,2021-09-16,123544,5687,0
China,2021-09-17,123544,5687,0
China,2021-09-18,123544,5687,0
China,2021-09-19,124102,5689,0
China,2021-09-20,124102,5689,0
China,2021-09-21,124102,5689,0
China,2021-09-22,124102,5689,0
China,2021-09-23,124102,5689,0
China,2021-09-24,124102,5689,0
China,2021-09-25,124102,5689,0
China,2021-09-26,124495,5690,0
China,2021-09-27,124495,5690,0
China,2021-09-28,124495,5690,0
China,2021-09-29,124495,5690,0
China,2021-09-30,124495,5690,0
China,2021-10-01,124495,5690,0
China,2021-10-02,124495,5690,0
China,2021-10-03,124805,5692,0
China,2021-10-04,124805,5692,0
China,2021-10-05,124805,5692,0
China,2021-10-06,124805,5692,0
China,2021-10-07,124805,5692,0
China,2021-10-08,124805,5692,0
China,2021-10-09,124805,5692,0
China,2021-10-10,125055,5695,0
China,2021-10-11,125055,5695,0
China,2021-10-12,125055,5695,0
China,2021-10-13,125055,5695,0
China,2021-10-14,125055,5695,0
China,2021-10-15,125055,5695,0
China,2021-10-16,125055,5695,0
China,2021-10-17,125254,5695,0
China,2021-10-18,125254,5695,0
China,2021-10-19,125254,5695,0
China,2021-10-20,125254,5695,0
China,2021-10-21,125254,5695,0
China,2021-10-22,125254,5695,0
China,2021-10-23,125254,5695,0
China,2021-10-24,125565,5695,0
China,2021-10-25,125565,5695,0
China,2021-10-26,125565,5695,0
China,2021-10-27,125565,5695,0
China,2021-10-28,125565,5695,0
China,2021-10-29,125565,5695,0
China,2021-10-30,125565,5695,0
China,2021-10-31,126078,5696,0
China,2021-11-01,126078,5696,0
China,2021-11-02,126078,5696,0
China,2021-11-03,126078,5696,0
China,2021-11-04,126078,5696,0
China,2021-11-05,126078,5696,0
China,2021-11-06,126078,5696,0
China,2021-11-07,126710,5696,0
China,2021-11-08,126710,5696,0
China,2021-11-09,126710,5696,0
China,2021-11-10,126710,5696,0
China,2021-11-11,126710,5696,0
China,2021-11-12,126710,5696,0
China,2021-11-13,126710,5696,0
China,2021-11-14,127260,5697,0
China,2021-11-15,127260,5697,0
China,2021-11-16,127260,5697,0
China,2021-11-17,127260,5697,0
China,2021-11-18,127260,5697,0
China,2021-11-19,127260,5697,0
China,2021-11-20,127260,5697,0
China,2021-11-21,127512,5697,0
China,2021-11-22,127512,5697,0
China,2021-11-23,127512,5697,0
China,2021-11-24,127512,5697,0
China,2021-11-25,127512,5697,0
China,2021-11-26,127512,5697,0
China,2021-11-27,127512,5697,0
China,2021-11-28,127764,5697,0
China,2021-11-29,127764,5697,0
China,2021-11-30,127764,5697,0
China,2021-12-01,127764,5697,0
China,2021-12-02,127764,5697,0
China,2021-12-03,127764,5697,0
China,2021-12-04,127764,5697,0
China,2021-12-05,128393,5697,0
China,2021-12-06,128393,5697,0
China,2021-12-07,128393,5697,0
China,2021-12-08,128393,5697,0
China,2021-12-09,128393,5697,0
China,2021-12-10,128393,5697,0
China,2021-12-11,128393,5697,0
China,2021-12-12,129082,5697,0
China,2021-12-13,129082,5697,0
China,2021-12-14,129082,5697,0
China,2021-12-15,129082,5697,0
China,2021-12-16,129082,5697,0
China,2021-12-17,129082,5697,0
China,2021-12-18,129082,5697,0
China,2021-12-19,129794,5699,0
China,2021-12-20,129794,5699,0
China,2021-12-21,129794,5699,0
China,2021-12-22,129794,5699,0
China,2021-12-23,129794,5699,0
China,2021-12-24,129794,5699,0
China,2021-12-25,129794,5699,0
China,2021-12-26,130858,5699,0
China,2021-12-27,130858,5699,0
China,2021-12-28,130858,5699,0
China,2021-12-29,130858,5699,0
China,2021-12-30,130858,5699,0
China,2021-12-31,130858,5699,0
China,2022-01-01,130858,5699,0
China,2022-01-02,132508,5699,0
China,2022-01-03,132508,5699,0
China,2022-01-04,132508,5699,0
China,2022-01-05,132508,5699,0
China,2022-01-06,132508,5699,0
China,2022-01-07,132508,5699,0
China,2022-01-08,132508,5699,0
China,2022-01-09,134151,5699,0
China,2022-01-10,134151,5699,0
China,2022-01-11,134151,5699,0
China,2022-01-12,134151,5699,0
China,2022-01-13,134151,5699,0
China,2022-01-14,134151,5699,0
China,2022-01-15,134151,5699,0
China,2022-01-16,136027,5700,0
China,2022-01-17,136027,5700,0
China,2022-01-18,136027,5700,0
China,2022-01-19,136027,5700,0
China,2022-01-20,136027,5700,0
China,2022-01-21,136027,5700,0
China,2022-01-22,136027,5700,0
China,2022-01-23,137350,5700,0
China,2022-01-24,137350,5700,0
China,2022-01-25,137350,5700,0
China,2022-01-26,137350,5700,0
China,2022-01-27,137350,5700,0
China,2022-01-28,137350,5700,0
China,2022-01-29,137350,5700,0
China,2022-01-30,138992,5700,0
China,2022-01-31,138992,5700,0
China,2022-02-01,138992,5700,0
China,2022-02-02,138992,5700,0
China,2022-02-03,138992,5700,0
China,2022-02-04,138992,5700,0
China,2022-02-05,138992,5700,0
China,2022-02-06,141049,5700,0
China,2022-02-07,141049,5700,0
China,2022-02-08,141049,5700,0
China,2022-02-09,141049,5700,0
China,2022-02-10,141049,5700,0
China,2022-02-11,141049,5700,0
China,2022-02-12,141049,5700,0
China,2022-02-13,149640,5706,0
China,2022-02-14,149640,5706,0
China,2022-02-15,149640,5706,0
China,2022-02-16,149640,5706,0
China,2022-02-17,149640,5706,0
China,2022-02-18,149640,5706,0
China,2022-02-19,149640,5706,0
China,2022-02-20,180767,5776,0
China,2022-02-21,180767,5776,0
China,2022-02-22,180767,5776,0
China,2022-02-23,180767,5776,0
China,2022-02-24,180767,5776,0
China,2022-02-25,180767,5776,0
China,2022-02-26,180767,5776,0
China,2022-02-27,301154,6148,0
China,2022-02-28,301154,6148,0
China,2022-03-01,301154,6148,0
China,2022-03-02,301154,6148,0
China,2022-03-03,301154,6148,0
China,2022-03-04,301154,6148,0
China,2022-03-05,301154,6148,0
China,2022-03-06,603734,7496,0
China,2022-03-07,603734,7496,0
China,2022-03-08,603734,7496,0
China,2022-03-09,603734,7496,0
China,2022-03-10,603734,7496,0
China,2022-03-11,603734,7496,0
China,2022-03-12,603734,7496,0
China,2022-03-13,761907,9482,0
China,2022-03-14,761907,9482,0
China,2022-03-15,761907,9482,0
China,2022-03-16,761907,9482,0
China,2022-03-17,761907,9482,0
China,2022-03-18,761907,9482,0
China,2022-03-19,761907,9482,0
China,2022-03-20,846296,11387,0
China,2022-03-21,846296,11387,0
China,2022-03-22,846296,11387,0
China,2022-03-23,846296,11387,0
China,2022-03-24,846296,11387,0
China,2022-03-25,846296,11387,0
China,2022-03-26,846296,11387,0
China,2022-03-27,890267,12743,0
China,2022-03-28,890267,12743,0
China,2022-03-29,890267,12743,0
China,2022-03-30,890267,12743,0
China,2022-03-31,890267,12743,0
China,2022-04-01,890267,12743,0
China,2022-04-02,890267,12743,0
China,2022-04-03,922543,13663,0
China,2022-04-04,922543,13663,0
China,2022-04-05,922543,13663,0
China,2022-04-06,922543,13663,0
China,2022-04-07,922543,13663,0
China,2022-04-08,922543,13663,0
China,2022-04-09,922543,13663,0
China,2022-04-10,944191,14262,0
China,2022-04-11,944191,14262,0
China,2022-04-12,944191,14262,0
China,2022-04-13,944191,14262,0
China,2022-04-14,944191,14262,0
China,2022-04-15,944191,14262,0
China,2022-04-16,944191,14262,0
China,2022-04-17,974858,14634,0
China,2022-04-18,974858,14634,0
China,2022-04-19,974858,14634,0
China,2022-04-20,974858,14634,0
China,2022-04-21,974858,14634,0
China,2022-04-22,974858,14634,0
China,2022-04-23,974858,14634,0
China,2022-04-24,1017161,14881,0
China,2022-04-25,1017161,14881,0
China,2022-04-26,1017161,14881,0
China,2022-04-27,1017161,14881,0
China,2022-04-28,1017161,14881,0
China,2022-04-29,1017161,14881,0
China,2022-04-30,1017161,14881,0
China,2022-05-01,1109144,15273,0
China,2022-05-02,1109144,15273,0
China,2022-05-03,1109144,15273,0
China,2022-05-04,1109144,15273,0
China,2022-05-05,1109144,15273,0
China,2022-05-06,1109144,15273,0
China,2022-05-07,1109144,15273,0
China,2022-05-08,1336865,15450,0
China,2022-05-09,1336865,15450,0
China,2022-05-10,1336865,15450,0
China,2022-05-11,1336865,15450,0
China,2022-05-12,1336865,15450,0
China,2022-05-13,1336865,15450,0
China,2022-05-14,1336865,15450,0
China,2022-05-15,1750942,15642,0
China,2022-05-16,1750942,15642,0
China,2022-05-17,1750942,15642,0
China,2022-05-18,1750942,15642,0
China,2022-05-19,1750942,15642,0
China,2022-05-20,1750942,15642,0
China,2022-05-21,1750942,15642,0
China,2022-05-22,2304993,15989,0
China,2022-05-23,2304993,15989,0
China,2022-05-24,2304993,15989,0
China,2022-05-25,2304993,15989,0
China,2022-05-26,2304993,15989,0
China,2022-05-27,2304993,15989,0
China,2022-05-28,2304993,15989,0
China,2022-05-29,2878333,16658,0
China,2022-05-30,2878333,16658,0
China,2022-05-31,2878333,16658,0
China,2022-06-01,2878333,16658,0
China,2022-06-02,2878333,16658,0
China,2022-06-03,2878333,16658,0
China,2022-06-04,2878333,16658,0
China,2022-06-05,3392302,17702,0
China,2022-06-06,3392302,17702,0
China,2022-06-07,3392302,17702,0
China,2022-06-08,3392302,17702,0
China,2022-06-09,3392302,17702,0
China,2022-06-10,3392302,17702,0
China,2022-06-11,3392302,17702,0
China,2022-06-12,3882284,18896,0
China,2022-06-13,3882284,18896,0
China,2022-06-14,3882284,18896,0
China,2022-06-15,3882284,18896,0
China,2022-06-16,3882284,18896,0
China,2022-06-17,3882284,18896,0
China,2022-06-18,3882284,18896,0
China,2022-06-19,4288753,19987,0
China,2022-06-20,4288753,19987,0
China,2022-06-21,4288753,19987,0
China,2022-06-22,4288753,19987,0
China,2022-06-23,4288753,19987,0
China,2022-06-24,4288753,19987,0
China,2022-06-25,4288753,19987,0
China,2022-06-26,4611936,20969,0
China,2022-06-27,4611936,20969,0
